ID,Jurisdiction,State,District_Type,District_Number,Candidate_Name,Party,Total_Amount,Total_For,Total_Against,PAC_Name,PAC_Type,PAC_ID,ID_Type,Citation_URL
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,13,Janet Diaz,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/janet-diaz
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,106,Lindsay Drew,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/lindsay-drew
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,44,Michele Knoll,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/michele-knoll
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,152,Nancy Guenst,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/nancy-guenst
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania State Senate,1,Nikil Saval,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/nikil-saval
Conservation Voters of PA Action Fund_19.05,State Office,PA,Pennsylvania House of Representatives,120,Joanna Bryn Smith,D,19.05,19.05,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/784308
Conservation Voters of PA Action Fund_17.52,State Office,PA,Pennsylvania Treasurer,ENTITY,Joseph Torsella,D,17.52,17.52,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/joseph-torsella
Conservation Voters of PA Action Fund_17.52,State Office,PA,Pennsylvania Auditor General,ENTITY,Nina Ahmad,D,17.52,17.52,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/nina-ahmad
Conservation Voters of PA Action Fund_17.52,State Office,PA,Pennsylvania House of Representatives,138,Tara Zrinski,D,17.52,17.52,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/820499
Conservation Voters of PA Action Fund_15.65,State Office,PA,Pennsylvania House of Representatives,175,Mary Isaacson,D,15.65,15.65,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/mary-isaacson
Conservation Voters of PA Action Fund_8.1,State Office,PA,Pennsylvania House of Representatives,166,Gregory Vitali,D,8.1,8.1,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/payee/726927
Conservation Voters of PA Action Fund_7.55,State Office,PA,Pennsylvania House of Representatives,181,Malcolm Kenyatta,D,7.55,7.55,,Conservation Voters of PA Action Fund,,,,https://www.transparencyusa.org/pa/candidate/malcolm-kenyatta
PA Sierra Club PAC_10000,State Office,PA,Pennsylvania State Senate,37,Pam Iovino,D,10000,10000,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/candidate/pam-iovino
PA Sierra Club PAC_10000,State Office,PA,Pennsylvania House of Representatives,34,Summer Lee,D,10000,10000,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/784169
PA Sierra Club PAC_2000,State Office,PA,Pennsylvania State Senate,15,George Scott,D,2000,2000,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/candidate/george-scott
PA Sierra Club PAC_1650,State Office,PA,,,[IE] Jessup Independent Democrats,,1650,1650,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/275337
PA Sierra Club PAC_1363.7,State Office,PA,,,[IE] Anedot Inc,,1363.7,1363.7,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/anedot-inc
PA Sierra Club PAC_1000,State Office,PA,Pennsylvania House of Representatives,34,Summer Lee,D,1000,1000,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/784168
PA Sierra Club PAC_550,State Office,PA,,,[IE] Paulson for Judge,,550,550,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/281390
PA Sierra Club PAC_527.16,State Office,PA,,,[IE] Jennifer Quinn,,527.16,527.16,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/275256
PA Sierra Club PAC_500,State Office,PA,Pennsylvania House of Representatives,103,Patty Kim,D,500,500,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/candidate/patty-kim
PA Sierra Club PAC_230,State Office,PA,,,[IE] United States Postal Service,,230,230,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/united-states-postal-service
PA Sierra Club PAC_150,State Office,PA,Pennsylvania House of Representatives,97,Dana Gulick,D,150,150,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/payee/268515
PA Sierra Club PAC_47.5,State Office,PA,,,"[IE] Bipartisan Voluntary Public Affairs Committee of the Pnc Financial Services Group, Inc (Pnc Pac)",,47.5,47.5,,PA Sierra Club PAC,,,,https://www.transparencyusa.org/pa/pac/bipartisan-voluntary-public-affairs-committee-of-the-pnc-financial-services-group-inc-pnc-pac-pac-7900477
Environment America Action Fund_132799.99,State Office,PA,,,[IE] Non-Pennsylvania Expenditures,,132799.99,132799.99,,Environment America Action Fund,,,,https://www.transparencyusa.org/pa/payee/non-pennsylvania-expenditures
Environment America Action Fund_1094.43,State Office,PA,,,[IE] Pennenvironment Inc,,1094.43,1094.43,,Environment America Action Fund,,,,https://www.transparencyusa.org/pa/payee/pennenvironment-inc
Sunrise PAC_35801.49,State Office,PA,,,[IE] Sunrise PAC,,35801.49,35801.49,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/pac/sunrise-pac-pac-20180334
Sunrise PAC_33313.01,State Office,PA,,,[IE] Sunrise Movement,,33313.01,33313.01,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/sunrise-movement
Sunrise PAC_853.65,State Office,PA,,,[IE] United States Postal Service,,853.65,853.65,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/united-states-postal-service
Sunrise PAC_181.44,State Office,PA,,,[IE] Campus Copy Center,,181.44,181.44,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/265764
Sunrise PAC_110,State Office,PA,,,[IE] Amalgamated Bank,,110,110,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/263176
Sunrise PAC_101.32,State Office,PA,,,[IE] Aldi,,101.32,101.32,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/262967
Sunrise PAC_97.64,State Office,PA,,,[IE] Dock Street Brewery,,97.64,97.64,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/269410
Sunrise PAC_65,State Office,PA,,,[IE] Septa,,65,65,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/284302
Sunrise PAC_63.49,State Office,PA,,,[IE] Slice Colonial Pizza,,63.49,63.49,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/284722
Sunrise PAC_62.21,State Office,PA,,,[IE] Cvs Pharmacy,,62.21,62.21,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/268367
Sunrise PAC_60.94,State Office,PA,,,[IE] Lyft,,60.94,60.94,,Sunrise PAC,,,,https://www.transparencyusa.org/pa/payee/277997
Sunrise PA_3612.46,State Office,PA,,,[IE] Sunrise Movement,,3612.46,3612.46,,Sunrise PA,,,,https://www.transparencyusa.org/pa/payee/sunrise-movement
Sunrise PA_750,State Office,PA,,,[IE] Sunrise PAC,,750,750,,Sunrise PA,,,,https://www.transparencyusa.org/pa/pac/sunrise-pac-pac-20180334
Sunrise PA_105,State Office,PA,,,[IE] Amalgamated Bank,,105,105,,Sunrise PA,,,,https://www.transparencyusa.org/pa/payee/263176
Sunrise PA_30,State Office,PA,,,[IE] Actblue Technical Services,,30,30,,Sunrise PA,,,,https://www.transparencyusa.org/pa/payee/actblue
Conservation Voters of Michigan PAC- (Superpac)_680666.49,State Office,MI,,,[IE] Byrum and Fisk Advocacy Communication,,680666.49,680666.49,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/byrum-and-fisk-advocacy-communication
Conservation Voters of Michigan PAC- (Superpac)_574750,State Office,MI,,,[IE] Buying Time LLC,,574750,574750,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/buying-time-llc
Conservation Voters of Michigan PAC- (Superpac)_296091.43,State Office,MI,,,[IE] Moxie Media Inc,,296091.43,296091.43,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/moxie-media-inc
Conservation Voters of Michigan PAC- (Superpac)_250000,State Office,MI,,,[IE] Black PAC,,250000,250000,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/black-pac
Conservation Voters of Michigan PAC- (Superpac)_45250,State Office,MI,,,[IE] Winning Connections,,45250,45250,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/winning-connections
Conservation Voters of Michigan PAC- (Superpac)_34760,State Office,MI,,,[IE] Google Inc,,34760,34760,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/google-inc
Conservation Voters of Michigan PAC- (Superpac)_31839.68,State Office,MI,,,[IE] Facebook Inc,,31839.68,31839.68,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/facebook-inc
Conservation Voters of Michigan PAC- (Superpac)_28491.85,State Office,MI,,,[IE] Centro,,28491.85,28491.85,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/centro
Conservation Voters of Michigan PAC- (Superpac)_24553.84,State Office,MI,,,[IE] Change Media Group,,24553.84,24553.84,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/change-media-group
Conservation Voters of Michigan PAC- (Superpac)_21273.95,State Office,MI,,,[IE] A4 Media,,21273.95,21273.95,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/a4-media
Conservation Voters of Michigan PAC- (Superpac)_21057.47,State Office,MI,,,[IE] Michigan League of Conservation Voters Inc PAC,,21057.47,21057.47,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/pac/michigan-league-of-conservation-voters-inc-pac-509775-ind
Conservation Voters of Michigan PAC- (Superpac)_17576,State Office,MI,,,[IE] Comcast Services,,17576,17576,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/comcast-services
Conservation Voters of Michigan PAC- (Superpac)_10625.1,State Office,MI,,,[IE] Votemap,,10625.1,10625.1,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/votemap
Conservation Voters of Michigan PAC- (Superpac)_5000,State Office,MI,,,[IE] Citizens Campaign Inc,,5000,5000,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/citizens-campaign-inc
Conservation Voters of Michigan PAC- (Superpac)_3523,State Office,MI,,,[IE] Campaign Finance Solutions LLC,,3523,3523,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/campaign-finance-solutions-llc
Conservation Voters of Michigan PAC- (Superpac)_1995,State Office,MI,,,[IE] Liveramp,,1995,1995,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/877676
Conservation Voters of Michigan PAC- (Superpac)_1000,State Office,MI,,,[IE] The New Media Firm Inc,,1000,1000,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/the-new-media-firm-inc
Conservation Voters of Michigan PAC- (Superpac)_308,State Office,MI,,,[IE] Bank of Ann Arbor,,308,308,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/262824
Conservation Voters of Michigan PAC- (Superpac)_148.32,State Office,MI,,,[IE] Paya,,148.32,148.32,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/paya
Conservation Voters of Michigan PAC- (Superpac)_50,State Office,MI,,,[IE] Campaign Finance Service,,50,50,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/263320
Conservation Voters of Michigan PAC- (Superpac)_7.5,State Office,MI,,,[IE] Sage Payment Solutions,,7.5,7.5,,Conservation Voters of Michigan PAC- (Superpac),,,,https://www.transparencyusa.org/mi/payee/sage-payment-solutions
Vote Yes for MI Water Wildlife & Parks_433333.34,State Office,MI,,,[IE] Kivvit,,433333.34,433333.34,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/kivvit
Vote Yes for MI Water Wildlife & Parks_90464.36,State Office,MI,,,[IE] Michigan Environmental Council,,90464.36,90464.36,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/michigan-environmental-council
Vote Yes for MI Water Wildlife & Parks_50900,State Office,MI,,,[IE] Emma White Research,,50900,50900,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/emma-white-research
Vote Yes for MI Water Wildlife & Parks_11445.5,State Office,MI,,,[IE] Honigman Miller Schwartz and Cohn Campaign Committee,,11445.5,11445.5,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/pac/honigman-miller-schwartz-and-cohn-campaign-committee-501760-ind
Vote Yes for MI Water Wildlife & Parks_7500,State Office,MI,,,[IE] Mosaic Strategies Group,,7500,7500,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/1180369
Vote Yes for MI Water Wildlife & Parks_5056.1,State Office,MI,,,[IE] Falcon Paymasters,,5056.1,5056.1,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/1179717
Vote Yes for MI Water Wildlife & Parks_3000,State Office,MI,,,[IE] Imagination Wild Inc,,3000,3000,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/1179922
Vote Yes for MI Water Wildlife & Parks_2089,State Office,MI,,,[IE] Direct Development LLC,,2089,2089,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/1179615
Vote Yes for MI Water Wildlife & Parks_2000,State Office,MI,,,[IE] Yeager Enterprises,,2000,2000,,Vote Yes for MI Water Wildlife & Parks,,,,https://www.transparencyusa.org/mi/payee/1028357
Michigan Sierra PAC_1000,State Office,MI,Michigan House of Representatives,19,Laurie Pohutsky,D,1000,1000,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/267783
Michigan Sierra PAC_1000,State Office,MI,Michigan House of Representatives,41,Padma Kuppa,D,1000,1000,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/padma-kuppa-can
Michigan Sierra PAC_1000,State Office,MI,,,[IE] Penny Leubs,,1000,1000,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1180473
Michigan Sierra PAC_692.93,State Office,MI,,,[IE] Sierra Club Store,,692.93,692.93,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1028032
Michigan Sierra PAC_620,State Office,MI,,,[IE] William Miller,,620,620,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1180938
Michigan Sierra PAC_600,State Office,MI,,,[IE] Melanie Hartman,,600,600,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1027641
Michigan Sierra PAC_550,State Office,MI,,,[IE] Kelly Dillaha,,550,550,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/267441
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,4,Abraham Aiyash,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/862835
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,12,Alex Garza,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/alex-garza-can
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,71,Angela Witwer,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/262635
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,95,Carly Hammond,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1026461
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,61,Christine Morse,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/christine-morse-can
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,3,Donavan Mckinney,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/265248
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,110,Janet C Metsa,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1179956
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,39,Julia Pulver,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/julia-pulver-can
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,25,Nate Shannon,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/268992
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,21,Ranjeev Puri,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/ranjeev-puri-can
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,9,Roslyn Ogburn,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1027962
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,37,Samantha Steckloff,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/samantha-steckloff-can
Michigan Sierra PAC_500,State Office,MI,Michigan House of Representatives,53,Yousef Rabhi,D,500,500,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/271748
Michigan Sierra PAC_350,State Office,MI,Michigan House of Representatives,5,Cynthia A Johnson,,350,350,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/pac/friends-to-elect-cynthia-a-johnson-517450-can
Michigan Sierra PAC_350,State Office,MI,Michigan House of Representatives,2,Joseph Tate,D,350,350,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/joseph-tate-can
Michigan Sierra PAC_350,State Office,MI,Michigan House of Representatives,8,Stephanie A Young,D,350,350,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1180698
Michigan Sierra PAC_350,State Office,MI,Michigan House of Representatives,6,Tyrone Carter,D,350,350,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/271170
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,66,Abigail Wheeler,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1178825
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,79,Chokwe Pitchford,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/263565
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,62,Jim Haadsma,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/267111
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,46,Jody Lamacchia,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1027408
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,40,Mari Manoogian,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/268136
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,65,Nancy Smith,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1180383
Michigan Sierra PAC_300,State Office,MI,Michigan House of Representatives,48,Sheryl Kennedy,D,300,300,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/candidate/sheryl-kennedy-can
Michigan Sierra PAC_271.25,State Office,MI,,,[IE] United States Postal Service,,271.25,271.25,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/united-states-postal-service
Michigan Sierra PAC_201.05,State Office,MI,,,[IE] Staples,,201.05,201.05,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/staples
Michigan Sierra PAC_194,State Office,MI,,,[IE] Qdoba,,194,194,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/269615
Michigan Sierra PAC_190.51,State Office,MI,,,[IE] Hopcat East Lansing,,190.51,190.51,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/266622
Michigan Sierra PAC_160.56,State Office,MI,,,[IE] Beggars Banquet,,160.56,160.56,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/262914
Michigan Sierra PAC_154,State Office,MI,,,[IE] Fifth-Third Bank,,154,154,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1179730
Michigan Sierra PAC_100,State Office,MI,,,[IE] Callie Melton,,100,100,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/1179058
Michigan Sierra PAC_60.53,State Office,MI,,,[IE] Ramada Hotel and Conference Ce,,60.53,60.53,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/269660
Michigan Sierra PAC_57.41,State Office,MI,,,[IE] Sultans Express,,57.41,57.41,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/270681
Michigan Sierra PAC_12,State Office,MI,,,[IE] City of East Lansing,,12,12,,Michigan Sierra PAC,,,,https://www.transparencyusa.org/mi/payee/263663
Michigan League of Conservation Voters Inc PAC_37996.85,State Office,MI,,,[IE] Lcv Political Engagement Fund,,37996.85,37996.85,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/pac/lcv-political-engagement-fund-514264-pol
Michigan League of Conservation Voters Inc PAC_11000,State Office,MI,Michigan Governor,,Gretchen Whitmer,D,11000,11000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/gretchen-whitmer
Michigan League of Conservation Voters Inc PAC_7000,State Office,MI,Michigan House of Representatives,104,Larry Inman,R,7000,7000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/larry-inman-can
Michigan League of Conservation Voters Inc PAC_6312.5,State Office,MI,Michigan House of Representatives,19,Laurie Pohutsky,D,6312.5,6312.5,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/laurie-pohutsky-can
Michigan League of Conservation Voters Inc PAC_5300.86,State Office,MI,Michigan House of Representatives,41,Padma Kuppa,D,5300.86,5300.86,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/padma-kuppa-can
Michigan League of Conservation Voters Inc PAC_5014.42,State Office,MI,Michigan House of Representatives,104,Dan O'Neil,D,5014.42,5014.42,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/dan-oneil
Michigan League of Conservation Voters Inc PAC_5000,State Office,MI,Michigan House of Representatives,61,Christine Morse,D,5000,5000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/1248682
Michigan League of Conservation Voters Inc PAC_5000,State Office,MI,Michigan House of Representatives,39,Julia Pulver,D,5000,5000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/julia-pulver-can
Michigan League of Conservation Voters Inc PAC_5000,State Office,MI,Michigan House of Representatives,38,Kelly Breen,D,5000,5000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/kelly-breen-can
Michigan League of Conservation Voters Inc PAC_3500,State Office,MI,,,[IE] Liberty and Justice for All,,3500,3500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/pac/liberty-and-justice-for-all-518122-ind
Michigan League of Conservation Voters Inc PAC_3500,State Office,MI,Michigan House of Representatives,20,Matt Koleszar,D,3500,3500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/matt-koleszar-can
Michigan League of Conservation Voters Inc PAC_3324.29,State Office,MI,,,[IE] Campaign Finance Solutions LLC,,3324.29,3324.29,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/campaign-finance-solutions-llc
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan House of Representatives,71,Angela Witwer,D,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/angela-witwer-can
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan House of Representatives,45,Barbara Anness,D,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/barbara-anness-can
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan Supreme Court,,Elizabeth Welch,I,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/elizabeth-welch-can
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan House of Representatives,45,Barb Anness,D,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/1248869
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan House of Representatives,40,Mari Manoogian,D,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/872536
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan House of Representatives,62,James Haadsma,D,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/james-haadsma-can
Michigan League of Conservation Voters Inc PAC_2500,State Office,MI,Michigan House of Representatives,25,Nate Shannon,D,2500,2500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/nate-shannon-can
Michigan League of Conservation Voters Inc PAC_1750,State Office,MI,Michigan House of Representatives,76,Rachel Hood,D,1750,1750,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/rachel-hood-can
Michigan League of Conservation Voters Inc PAC_1500,State Office,MI,Michigan House of Representatives,48,Sheryl Kennedy,D,1500,1500,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/264752
Michigan League of Conservation Voters Inc PAC_1113.24,State Office,MI,,,[IE] Paya,,1113.24,1113.24,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/paya
Michigan League of Conservation Voters Inc PAC_1000,State Office,MI,Michigan House of Representatives,29,Brenda Carter,D,1000,1000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/brenda-carter-can
Michigan League of Conservation Voters Inc PAC_1000,State Office,MI,Michigan Supreme Court,,Bridget Mary McCormack,I,1000,1000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/bridget-mary-mccormack
Michigan League of Conservation Voters Inc PAC_1000,State Office,MI,Michigan House of Representatives,100,Scott VanSingel,R,1000,1000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/payee/1026869
Michigan League of Conservation Voters Inc PAC_1000,State Office,MI,Michigan Attorney General,,Dana Nessel,D,1000,1000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/dana-nessel-can
Michigan League of Conservation Voters Inc PAC_1000,State Office,MI,Michigan House of Representatives,82,Gary Howell,R,1000,1000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/gary-howell-can
Michigan League of Conservation Voters Inc PAC_1000,State Office,MI,Michigan House of Representatives,33,Jeffrey Yaroch,R,1000,1000,,Michigan League of Conservation Voters Inc PAC,,,,https://www.transparencyusa.org/mi/candidate/jeffrey-yaroch-can
